StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,loc_country,country,loc_admin1,loc_admin2,loc_admin3,loc_admin4,loc_fe,loc_urbrur,fact_trueforyou,fact_trueforyou_1,fact_trueforyou_2,fact_trueforyou_3,fact_trueforyou_4,fact_trueforyou_5,fact_trueforyou_6,fact_trueforyou_7,fact_trueforyou_8,fact_trueforyou_9,fact_trueforyou_10,fact_trueforyou_11,fact_trueforyou_12,fact_truecovid,fact_truecovid_1,fact_truecovid_2,fact_truecovid_3,fact_truecovid_4,fact_truecovid_5,fact_truecovid_6,fact_tested,fact_tf_older,fact_tf_cure,fact_tf_transmit,fact_reduce_spread,fact_reduce_spread_1,fact_reduce_spread_2,fact_reduce_spread_3,fact_reduce_spread_4,fact_reduce_spread_5,fact_reduce_spread_6,fact_reduce_spread_7,fact_response,fact_response_1,fact_response_2,fact_response_3,fact_response_4,fact_response_5,fact_response_6,fact_response_7,fact_numb_cases,numcase_time_First Click,numcase_time_Last Click,numcase_time_Page Submit,numcase_time_Click Count,info1,info2,info2_1,info2_2,info2_3,info2_4,trust_cov_pres,trust_cov_moh,trust_cov_hwork,trust_cov_media,trust_gov,le_condition,le_count,le_control,le_treat,at_lock_time,att_lock,att_lock_guess,att_self_concern,att_concern_pol_own,att_risk_ownhealth,att_risk_ownecon,att_fam_concern,att_concern_pol_they,att_risk_ffhealth,att_risk_ffecon,att_socmed_concern,att_lock_correct,att_lock_gap,att_lock_gap_abs,hypo_condition,hypo_answer,hypo_answer_scaled,hypo_norm0,hypo_norm1,hypo_norm2,letter_col,letter_ext,letter_rel,letter_civ,behav_write,behav_wrote,behav_letter,remit,remit_1,remit_2,remit_3,remit_4,remit_rcv_amount_abr,remit_snt_amount_dom,remit_rcv_amt_dom,female,dem_age,dem_edu,dem_occ,dem_vote_ug,dem_vote_ke,dem_vote_ng,Q83,dem_party_ke,dem_party_ng,dem_party_ug,voted,voted_incumbent,copartisan,voted_copartisan,dem_rel,dem_religiosity,dem_eth,dem_eth_ug,dem_eth_ng,dem_eth_ke,click_WHOlink,click_WHOphone,lockdown,occ_student,occ_midlev,occ_uprlev,occ_never,occ_manual,rel_catholic,rel_protestant,rel_evangelical,rel_muslim,rel_other
2020-04-13T13:12:19Z,2020-04-13T13:20:56Z,0,100,516,1,2020-04-13T13:20:56Z,R_10veRnxcnbfcgCt,anonymous,EN,1,1,Kenya,NA,5,NA,NA,1_5,1,"3,6,9",0,0,1,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3,4",0,1,1,1,0,0,0,208,27.85,27.85,32.7,1,2,3,0,0,1,0,NA,2,1,2,NA,1,2,NA,2,2,2,5,4,NA,-2,2,3,6,2,2,4,0.5,0,0,T1,2,-1.2269780769409848,NA,2,NA,NA,NA,NA,NA,0,0,NA,3,0,0,1,0,NA,210,NA,1,31,9,16,NA,2,NA,NA,NA,NA,NA,1,0,NA,0,2,3,1_5,NA,NA,5,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-04-13T13:04:31Z,2020-04-13T13:21:05Z,0,100,994,1,2020-04-13T13:21:05Z,R_2pQTVGA1OQgciCn,anonymous,EN,1,3,Uganda,1,1,5,23,3_1_5_23,0,6,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,0,1,"1,2,5,7",1,1,0,0,1,0,1,"1,2",1,1,0,0,0,0,0,54,5.068,5.004,15.086,2,8,1,1,0,0,0,NA,3,2,3,NA,0,3,3,NA,3,0,4,4,2,-2,-2,4,NA,-2,-2,4,0.8,-0.4,0.4,T1,3,-0.4216623119255464,NA,3,NA,NA,NA,NA,NA,0,0,NA,"1,3,4",1,0,1,1,360000,20000,16000,0,20,8,5,0,NA,NA,0,NA,NA,NA,0,0,NA,0,3,2,3_1,1,NA,NA,0,0,1,1,0,0,0,0,0,0,1,0,0
2020-04-13T13:13:07Z,2020-04-13T13:21:24Z,0,100,496,1,2020-04-13T13:21:24Z,R_3iUTzwFKBp3izQx,anonymous,EN,1,2,Nigeria,5,27,NA,NA,2_5_27,1,6,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,3,4",1,1,1,1,0,0,0,232,2.402,2.402,7.5,1,5,"1,2,3",1,1,1,0,NA,2,2,3,0.05921052631578938,1,2,NA,2,7,1,10,4,4,-2,-2,3,NA,-2,-1,7,0.6,0.4,0.4,T1,1,-1.8227705320145593,NA,1,NA,0,0,0,0,1,1,Keep safe and stay indoors,0,0,0,0,0,NA,NA,NA,0,34,9,14,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,3,2,2_15,NA,15,NA,0,0,0,0,1,0,0,0,0,0,1,0,0
2020-04-13T12:39:34Z,2020-04-13T13:21:26Z,0,100,2511,1,2020-04-13T13:21:26Z,R_8HCPhxQ1nnfXyXD,anonymous,EN,1,2,Nigeria,5,1,NA,NA,2_5_1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,1,4,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,14.933,68.889,78.47,5,7,1,1,0,0,0,NA,0,1,2,-1.4407894736842106,0,3,3,NA,1,1,4,3,1,2,2,3,3,2,2,4,0.6,-0.19999999999999996,0.19999999999999996,T2,2,-1.0701719688791231,NA,NA,2,0,0,0,0,1,1,"Pls do comply with the restrictions the government haves put in place, as it is for the safety of all Nigerians and as such for curbing the spread of the imminent Corona virus , pls contact the designated numbers if you experience any of the symptoms so as to ensure early treatment and prevention .",4,0,0,0,1,NA,NA,5000,0,31,7,16,NA,NA,0,0,NA,NA,NA,0,0,NA,0,3,3,2_28,NA,28,NA,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-04-13T13:02:31Z,2020-04-13T13:21:46Z,0,100,1154,1,2020-04-13T13:21:47Z,R_3LeMBFwZf5QuNIl,anonymous,EN,1,2,Nigeria,4,22,NA,NA,2_4_22,1,"3,5,9,11",0,0,1,0,1,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,1,0,0,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,3,4",1,1,1,1,0,0,0,323,5.314,5.314,12.374,1,7,"1,2,3,4",1,1,1,1,NA,3,3,3,1.0592105263157894,0,3,3,NA,4,1,7,3,1,1,2,3,3,2,2,1,0.6,0.09999999999999998,0.09999999999999998,T1,4,0.43502515739174924,NA,4,NA,0,0,0,0,1,1,You can only make money when you are alive. Stay safe. Stay at home. This is a phase and it will pass too.,0,0,0,0,0,NA,NA,NA,1,25,9,8,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,3,4,2_4,NA,4,NA,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-04-13T12:59:31Z,2020-04-13T13:22:08Z,0,100,1356,1,2020-04-13T13:22:08Z,R_2cw5XkwBcasX71N,anonymous,EN,1,3,Uganda,4,61,NA,NA,3_4_61,1,6,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,54,10.502,10.502,17.332,1,7,3,0,0,1,0,NA,3,1,3,NA,0,0,0,NA,3,1,2,2,3,2,2,2,3,2,2,2,0.8,-0.6000000000000001,0.6000000000000001,T2,5,0.9523525736636175,NA,NA,5,NA,NA,NA,NA,0,0,NA,3,0,0,1,0,NA,52000,NA,0,32,7,7,2,NA,NA,NA,NA,NA,NA,1,0,NA,0,2,3,3_4,4,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
2020-04-13T13:11:28Z,2020-04-13T13:22:13Z,0,100,645,1,2020-04-13T13:22:13Z,R_ZvN4u5se1GYkm89,anonymous,EN,1,1,Kenya,NA,1,NA,4,1_4,1,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,3,4",1,1,1,1,0,0,0,230,2.902,2.902,10.74,1,7,"1,2,3,4",1,1,1,1,NA,2,2,2,NA,0,2,2,NA,2,0,1,3,NA,0,2,3,1,2,2,3,0.5,-0.4,0.4,T1,2,-1.2269780769409848,NA,2,NA,1,0,0,0,1,1,"Like all the other pandemics to ever be experienced on earth,this will also pass. But only if we aid in flattening the curve and help in keeping those amongst us who are most vulnerable safe. Stay home, Stay safe. This too shall be overcome.",0,0,0,0,0,NA,NA,NA,1,19,8,5,NA,0,NA,0,NA,NA,NA,0,0,NA,0,1,3,1_1,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-04-13T13:14:25Z,2020-04-13T13:22:18Z,0,100,472,1,2020-04-13T13:22:19Z,R_2EGInFGYDABHoPA,anonymous,EN,1,2,Nigeria,6,28,13,NA,2_6_28_13,1,"2,4,6",0,1,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,320,3.702,3.702,8.603,1,7,"1,3",1,0,1,0,NA,1,2,1,-0.4407894736842106,0,2,2,NA,5,0,4,3,4,2,2,3,3,2,2,4,0.6,-0.19999999999999996,0.19999999999999996,T2,2,-1.0701719688791231,NA,NA,2,0,0,0,0,1,1,Pls stay at home and avoid crowded places because Covid 19 is real and transmittable,0,0,0,0,0,NA,NA,NA,0,29,9,11,NA,NA,0,1,NA,2,NA,0,0,0,0,1,3,2_28,NA,28,NA,0,0,1,0,0,0,0,1,1,0,0,0,0
2020-04-13T12:58:13Z,2020-04-13T13:22:50Z,0,100,1476,1,2020-04-13T13:22:50Z,R_XBUpjdEzfalUlLH,anonymous,EN,1,3,Uganda,1,1,2,10,3_1_2_10,1,"2,5",0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5",1,1,0,1,1,0,0,"2,4",0,1,0,1,0,0,0,54,4.702,4.702,14.729,1,5,1,1,0,0,0,NA,1,1,2,NA,1,4,NA,4,3,-1,4,3,4,-1,2,3,4,-1,1,7,0.8,-0.4,0.4,C,5,0.9523525736636175,5,NA,NA,NA,NA,NA,NA,0,0,NA,"1,3,4",1,0,1,1,200000,150000,10000,0,19,8,5,0,NA,NA,1,NA,NA,5,0,0,0,0,2,2,3_1,1,NA,NA,0,0,1,1,0,0,0,0,0,1,0,0,0
2020-04-13T13:13:44Z,2020-04-13T13:23:20Z,0,100,575,1,2020-04-13T13:23:20Z,R_3IRgSbkKMhO7DmI,anonymous,EN,1,3,Uganda,3,40,NA,NA,3_40,1,4,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,54,3.703,3.703,6.854,1,5,1,1,0,0,0,NA,3,2,2,NA,1,0,NA,0,2,2,6,3,4,2,2,3,4,2,2,3,0.8,-0.20000000000000007,0.20000000000000007,C,5,0.9523525736636175,5,NA,NA,NA,NA,NA,NA,0,0,NA,4,0,0,0,1,NA,NA,50000,0,30,9,12,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,2,3_1,1,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
2020-04-13T13:01:08Z,2020-04-13T13:23:23Z,0,100,1334,1,2020-04-13T13:23:23Z,R_3Hw4urChHADfb1S,anonymous,EN,1,3,Uganda,1,1,2,1,3_1_2,1,7,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,4",1,1,0,1,0,0,0,54,5.993,7.092,34.951,2,2,"1,2,3",1,1,1,0,NA,3,2,3,NA,1,0,NA,0,7,2,10,4,3,2,2,3,4,2,2,6,0.8,0.19999999999999996,0.19999999999999996,T2,1,-1.7956771975147103,NA,NA,1,NA,NA,NA,NA,0,0,NA,4,0,0,0,1,NA,NA,10000,1,28,9,16,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,3,3_2,2,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0
2020-04-13T13:02:01Z,2020-04-13T13:23:27Z,0,100,1285,1,2020-04-13T13:23:28Z,R_2QrYxLdMW5Htk0u,anonymous,EN,1,2,Nigeria,1,4,NA,NA,2_1_4,1,6,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,4,5",1,0,0,1,1,0,0,"2,3",0,1,1,0,0,0,0,338,28.37,40.624,49.606,3,6,1,1,0,0,0,NA,3,3,3,1.0592105263157894,0,1,1,NA,2,2,8,3,4,1,2,3,4,2,2,3,0.6,0.20000000000000007,0.20000000000000007,C,4,0.43502515739174924,4,NA,NA,0,0,0,0,1,1,"COVID19 is real, play your part in the fight against this disease by maintaining physical distancing and frequent hand washing with soap and water to avoid contacting the disease.",0,0,0,0,0,NA,NA,NA,0,29,9,5,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,3,4,2_28,NA,28,NA,0,0,0,1,0,0,0,0,0,0,1,0,0
2020-04-13T13:17:44Z,2020-04-13T13:23:36Z,0,100,352,1,2020-04-13T13:23:37Z,R_9SHrBnAwwmoBmz7,anonymous,EN,1,2,Nigeria,6,28,14,NA,2_6_28_14,0,"5,6,9",0,0,0,0,1,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,1,1,1,"2,4,5",0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,312,1.3,1.3,14.16,1,2,"1,3",1,0,1,0,NA,3,3,3,1.0592105263157894,0,2,2,NA,3,0,4,3,4,1,1,3,4,1,2,7,0.6,-0.19999999999999996,0.19999999999999996,C,4,0.43502515739174924,4,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,1,25,10,9,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,3,2_5,NA,5,NA,0,0,1,0,0,0,0,0,1,0,0,0,0
2020-04-13T13:10:10Z,2020-04-13T13:23:47Z,0,100,816,1,2020-04-13T13:23:48Z,R_1oHcH0nIubOGgEK,anonymous,EN,1,2,Nigeria,6,28,21,NA,2_6_28_21,1,"3,4",0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5",1,1,0,1,1,0,0,2,0,1,0,0,0,0,0,318,1.462,1.462,5.278,1,7,"1,3",1,0,1,0,NA,0,0,3,-1.9407894736842106,0,2,2,NA,3,-1,4,3,3,2,-1,3,3,2,2,3,0.6,-0.19999999999999996,0.19999999999999996,C,5,1.1876237205271853,5,NA,NA,0,0,0,0,1,1,"Please Coravirus is real, practice socal distancing and stay safe",3,0,0,1,0,NA,15000,NA,0,23,9,15,NA,NA,0,0,NA,NA,NA,0,0,NA,0,2,3,2_5,NA,5,NA,0,0,1,0,0,1,0,0,0,1,0,0,0
2020-04-13T12:58:04Z,2020-04-13T13:24:08Z,0,100,1564,1,2020-04-13T13:24:09Z,R_2S9clwjhKb4KOR0,anonymous,EN,1,1,Kenya,NA,42,NA,NA,1_42,1,"1,4,6",1,0,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3,4",0,1,1,1,0,0,0,208,7.607,7.607,19.133,1,4,"1,2",1,1,0,0,NA,2,1,3,NA,0,2,2,NA,2,-1,2,3,NA,1,2,3,NA,1,2,3,0.5,-0.3,0.3,T1,5,1.0810873909632461,NA,5,NA,1,0,0,0,1,1,"Corona is here, but we can overcome. Stay home and stay safe. Avoid physical contact and maintain a distance of at least 2M.","3,4",0,0,1,1,NA,80,50,0,28,9,11,NA,2,NA,NA,NA,NA,NA,1,0,NA,0,2,3,1_5,NA,NA,5,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-04-13T13:21:18Z,2020-04-13T13:24:37Z,0,100,198,1,2020-04-13T13:24:37Z,R_2D0SDFN0logBTcO,anonymous,EN,1,2,Nigeria,6,NA,NA,NA,2_6_28_13,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2020-04-13T13:10:35Z,2020-04-13T13:24:52Z,0,100,856,1,2020-04-13T13:24:53Z,R_O28rzKa3s2xddXb,anonymous,EN,1,1,Kenya,NA,3,NA,NA,1_3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3",0,1,1,0,0,0,0,208,4.001,4.001,8.689,1,1,"1,3",1,0,1,0,NA,3,3,3,NA,1,2,NA,2,1,-2,0,2,4,2,2,3,4,2,2,7,0.5,-0.5,0.5,T2,5,1.0810873909632461,NA,NA,5,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,1,35,6,6,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,3,4,1_7,NA,NA,7,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-04-13T13:10:12Z,2020-04-13T13:25:38Z,0,100,925,1,2020-04-13T13:25:39Z,R_d7sWpb9Wu0WQif7,anonymous,EN,1,3,Uganda,3,34,NA,NA,3_34,1,4,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3,4,6",0,1,1,1,0,1,0,54,7.994,7.994,11.961,1,7,1,1,0,0,0,NA,3,3,2,NA,1,3,NA,3,2,2,9,4,NA,0,2,3,NA,2,0,3,0.8,0.09999999999999998,0.09999999999999998,T1,1,-1.7956771975147103,NA,1,NA,0,1,0,0,1,1,"Let's maintain the required distance,for Covid 19 is extremely dangerous",3,0,0,1,0,NA,20000,NA,1,29,7,14,0,NA,NA,0,NA,NA,NA,0,0,NA,0,2,3,3_3,3,NA,NA,0,0,1,0,1,0,0,0,0,1,0,0,0
2020-04-13T13:19:13Z,2020-04-13T13:25:43Z,0,100,389,1,2020-04-13T13:25:44Z,R_3MrHeiXd1b9pCWN,anonymous,EN,1,2,Nigeria,6,28,15,NA,2_6_28_15,1,"7,9",0,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,4",0,1,0,1,0,0,0,380,8.301,8.301,11.941,1,7,1,1,0,0,0,NA,1,2,1,-0.4407894736842106,1,3,NA,3,4,1,2,1,3,1,1,1,1,1,1,7,0.6,-0.39999999999999997,0.39999999999999997,T1,4,0.43502515739174924,NA,4,NA,0,0,0,0,1,1,Social distancing is key to survive,3,0,0,1,0,NA,5000,NA,0,40,9,14,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,1,3,2_4,NA,4,NA,0,0,1,0,1,0,0,0,1,0,0,0,0
2020-04-13T13:13:02Z,2020-04-13T13:25:52Z,0,100,770,1,2020-04-13T13:25:53Z,R_3TPcYFO6sAjdmwh,anonymous,EN,1,2,Nigeria,1,7,NA,NA,2_1_7,1,"1,6",1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,7",1,1,0,1,0,0,1,"2,4",0,1,0,1,0,0,0,318,5.275,5.275,21.553,1,8,"1,2,3",1,1,1,0,NA,0,0,1,-1.9407894736842106,1,4,NA,4,5,2,3,1,3,-2,1,1,3,-1,1,1,0.6,-0.3,0.3,T1,4,0.43502515739174924,NA,4,NA,NA,NA,NA,NA,0,0,NA,3,0,0,1,0,NA,5000,NA,0,29,9,14,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,2,3,2_15,NA,15,NA,0,0,1,0,1,0,0,0,0,1,0,0,0
2020-04-13T13:09:39Z,2020-04-13T13:26:28Z,0,100,1008,1,2020-04-13T13:26:28Z,R_1TWaXPuPdDbFlZf,anonymous,EN,1,1,Kenya,NA,15,NA,NA,1_15,0,"6,9",0,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,1,0,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3,4",0,1,1,1,0,0,0,208,3.812,3.812,8.859,1,4,"1,2",1,1,0,0,NA,2,2,2,NA,0,1,1,NA,5,-2,3,3,4,1,2,3,NA,2,1,3,0.5,-0.2,0.2,C,4,0.31173223499516906,4,NA,NA,0,0,0,0,1,1,I would to tell may fellow Kenyan that to keep social distance to avoid the spread of covid-19,0,0,0,0,0,NA,NA,NA,0,19,6,5,NA,0,NA,0,NA,NA,NA,0,0,NA,0,1,2,1_11,NA,NA,11,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-04-13T13:12:27Z,2020-04-13T13:26:29Z,0,100,841,1,2020-04-13T13:26:29Z,R_1n9gf0EGpiKwZgV,anonymous,EN,1,2,Nigeria,1,2,NA,NA,2_1,1,"2,6",0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,4",1,1,0,1,0,0,0,318,5.299,5.299,8.484,1,7,"1,2,3,4",1,1,1,1,NA,2,2,2,0.05921052631578938,0,3,3,NA,5,1,7,4,3,2,1,3,3,2,1,7,0.6,0.09999999999999998,0.09999999999999998,T2,4,0.43502515739174924,NA,NA,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,21,9,5,NA,NA,0,0,NA,NA,NA,0,0,NA,0,4,2,2_7,NA,7,NA,0,0,0,1,0,0,0,0,0,0,0,1,0
2020-04-13T13:17:12Z,2020-04-13T13:27:48Z,0,100,635,1,2020-04-13T13:27:49Z,R_25tpchPb11Fr92u,anonymous,EN,1,3,Uganda,1,1,4,6,3_1_4_6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5",1,1,0,1,1,0,0,"1,2",1,1,0,0,0,0,0,54,3.902,3.902,8.078,1,5,"1,2,3,4",1,1,1,1,NA,2,2,2,NA,0,1,1,NA,3,-1,5,3,4,2,2,3,4,2,2,3,0.8,-0.30000000000000004,0.30000000000000004,C,3,-0.4216623119255464,3,NA,NA,0,0,0,0,1,1,Stay safe. Stay home. Wash hands regularly. Adhere to the ministry of health guidelines and the WHO guidelines,3,0,0,1,0,NA,30000,NA,0,28,9,14,2,NA,NA,NA,NA,NA,NA,1,0,NA,0,2,2,3_8,8,NA,NA,0,0,1,0,1,0,0,0,0,1,0,0,0
2020-04-13T13:13:38Z,2020-04-13T13:28:15Z,0,100,877,1,2020-04-13T13:28:16Z,R_eV9iq9R4Pd9LNmx,anonymous,EN,1,3,Uganda,1,1,1,12,3_1_12,1,"4,6,7,9",0,0,0,1,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,54,5.317,5.317,11.742,1,7,"1,3",1,0,1,0,NA,3,3,3,NA,1,3,NA,3,3,2,6,4,3,2,2,3,6,2,2,4,0.8,-0.20000000000000007,0.20000000000000007,T2,4,0.26534513086903555,NA,NA,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,1,28,9,2,0,NA,NA,0,NA,NA,NA,0,0,NA,0,3,3,3_4,4,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-04-13T13:16:19Z,2020-04-13T13:28:21Z,0,100,722,1,2020-04-13T13:28:22Z,R_r2PaonO7sT3dAD7,anonymous,EN,1,1,Kenya,NA,1,NA,7,1_7,1,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,4",0,1,0,1,0,0,0,209,3.901,3.901,15.968,1,1,2,0,1,0,0,NA,3,3,3,NA,0,3,3,NA,2,0,7,3,NA,2,2,3,3,2,2,2,0.5,0.19999999999999996,0.19999999999999996,C,4,0.31173223499516906,4,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,22,8,5,NA,0,NA,0,NA,NA,NA,0,0,NA,0,2,3,1_5,NA,NA,5,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-04-13T13:17:16Z,2020-04-13T13:29:12Z,0,100,715,1,2020-04-13T13:29:12Z,R_2YxGfQoz10Rvqyg,anonymous,EN,1,2,Nigeria,6,31,NA,NA,2_6_31,1,"4,9",0,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,4,6",1,1,0,1,0,1,0,323,3.402,3.402,7.339,1,7,1,1,0,0,0,NA,1,3,2,0.05921052631578938,0,2,2,NA,2,-1,2,2,NA,2,2,3,1,2,2,6,0.6,-0.39999999999999997,0.39999999999999997,C,5,1.1876237205271853,5,NA,NA,1,0,0,0,1,1,"My fellow Nigerians, although the economic situation of the country is not good. But still we have to survive this pandemic by ensuring we maintain physical distance. Ensuring physical distance can safe us and our families, neighbours and friends from this pandemic we are facing.",0,0,0,0,0,NA,NA,NA,0,27,9,7,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,4,3,2_5,NA,5,NA,0,0,1,0,0,0,0,0,0,0,0,1,0
2020-04-13T13:24:50Z,2020-04-13T13:29:32Z,0,100,282,1,2020-04-13T13:29:32Z,R_30og59j0EXDBvv7,anonymous,EN,1,2,Nigeria,5,27,NA,NA,2_5_27,1,5,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,3,4,7",1,1,1,1,0,0,1,"2,4",0,1,0,1,0,0,0,323,1.566,1.566,3.939,1,5,"1,2,3",1,1,1,0,NA,1,2,1,-0.4407894736842106,0,2,2,NA,6,0,3,4,NA,-2,-2,4,NA,-2,-2,3,0.6,-0.3,0.3,C,1,-1.8227705320145593,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,31,9,12,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,2_15,NA,15,NA,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-04-13T13:20:55Z,2020-04-13T13:29:41Z,0,100,526,1,2020-04-13T13:29:42Z,R_2S9mvnFlu56EW09,anonymous,EN,1,2,Nigeria,5,25,NA,NA,2_5_25,1,"2,4,6,8,9",0,1,0,1,0,1,0,1,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,4",1,1,0,1,0,0,0,323,2.201,2.201,5.64,1,8,"1,2,3,4",1,1,1,1,NA,2,2,2,0.05921052631578938,0,3,3,NA,4,2,5,4,NA,0,1,3,NA,0,1,1,0.6,-0.09999999999999998,0.09999999999999998,C,3,-0.317573405743687,3,NA,NA,NA,NA,NA,NA,0,0,NA,"3,4",0,0,1,1,NA,3000,5000,0,20,8,5,NA,NA,0,0,NA,NA,NA,0,0,NA,0,3,3,2_5,NA,5,NA,0,0,0,1,0,0,0,0,0,0,1,0,0
